year,month,day,hour,date,weekday
2020,12,7,16,2020-12-07,Monday
2020,12,7,16,2020-12-07,Monday
2020,12,7,16,2020-12-07,Monday
2020,12,7,16,2020-12-07,Monday
2020,12,7,16,2020-12-07,Monday
2020,12,7,16,2020-12-07,Monday
2020,12,7,17,2020-12-07,Monday
2020,12,7,17,2020-12-07,Monday
2020,12,7,18,2020-12-07,Monday
2020,12,7,20,2020-12-07,Monday
2020,12,7,23,2020-12-07,Monday
2020,12,7,23,2020-12-07,Monday
2020,12,7,23,2020-12-07,Monday
2020,12,8,0,2020-12-08,Tuesday
2020,12,8,0,2020-12-08,Tuesday
2020,12,8,9,2020-12-08,Tuesday
2020,12,8,13,2020-12-08,Tuesday
2020,12,8,23,2020-12-08,Tuesday
2020,12,9,0,2020-12-09,Wednesday
2020,12,9,1,2020-12-09,Wednesday
2020,12,9,1,2020-12-09,Wednesday
2020,12,9,1,2020-12-09,Wednesday
2020,12,9,1,2020-12-09,Wednesday
2020,12,9,1,2020-12-09,Wednesday
2020,12,9,1,2020-12-09,Wednesday
2020,12,9,1,2020-12-09,Wednesday
2020,12,9,9,2020-12-09,Wednesday
2020,12,9,12,2020-12-09,Wednesday
2020,12,9,12,2020-12-09,Wednesday
2020,12,9,12,2020-12-09,Wednesday
2020,12,9,12,2020-12-09,Wednesday
2020,12,9,12,2020-12-09,Wednesday
2020,12,9,12,2020-12-09,Wednesday
2020,12,9,12,2020-12-09,Wednesday
2020,12,9,13,2020-12-09,Wednesday
2020,12,9,13,2020-12-09,Wednesday
2020,12,9,13,2020-12-09,Wednesday
2020,12,9,14,2020-12-09,Wednesday
2020,12,9,14,2020-12-09,Wednesday
2020,12,9,15,2020-12-09,Wednesday
2020,12,9,15,2020-12-09,Wednesday
2020,12,9,15,2020-12-09,Wednesday
2020,12,9,15,2020-12-09,Wednesday
2020,12,9,15,2020-12-09,Wednesday
2020,12,9,15,2020-12-09,Wednesday
2020,12,9,15,2020-12-09,Wednesday
2020,12,9,15,2020-12-09,Wednesday
2020,12,9,16,2020-12-09,Wednesday
2020,12,9,17,2020-12-09,Wednesday
2020,12,9,17,2020-12-09,Wednesday
2020,12,9,18,2020-12-09,Wednesday
2020,12,9,18,2020-12-09,Wednesday
2020,12,9,22,2020-12-09,Wednesday
2020,12,9,22,2020-12-09,Wednesday
2020,12,9,23,2020-12-09,Wednesday
2020,12,10,0,2020-12-10,Thursday
2020,12,10,0,2020-12-10,Thursday
2020,12,10,0,2020-12-10,Thursday
2020,12,10,1,2020-12-10,Thursday
2020,12,10,1,2020-12-10,Thursday
2020,12,10,1,2020-12-10,Thursday
2020,12,10,1,2020-12-10,Thursday
2020,12,10,1,2020-12-10,Thursday
2020,12,10,1,2020-12-10,Thursday
2020,12,10,1,2020-12-10,Thursday
2020,12,10,9,2020-12-10,Thursday
2020,12,10,9,2020-12-10,Thursday
2020,12,10,9,2020-12-10,Thursday
2020,12,10,9,2020-12-10,Thursday
2020,12,10,9,2020-12-10,Thursday
2020,12,10,9,2020-12-10,Thursday
2020,12,10,13,2020-12-10,Thursday
2020,12,10,13,2020-12-10,Thursday
2020,12,10,13,2020-12-10,Thursday
2020,12,10,15,2020-12-10,Thursday
2020,12,10,15,2020-12-10,Thursday
2020,12,11,9,2020-12-11,Friday
2020,12,11,9,2020-12-11,Friday
2020,12,11,9,2020-12-11,Friday
2020,12,11,11,2020-12-11,Friday
2020,12,11,11,2020-12-11,Friday
2020,12,11,11,2020-12-11,Friday
2020,12,11,12,2020-12-11,Friday
2020,12,11,12,2020-12-11,Friday
2020,12,11,12,2020-12-11,Friday
2020,12,11,12,2020-12-11,Friday
2020,12,11,18,2020-12-11,Friday
2020,12,11,18,2020-12-11,Friday
2020,12,11,18,2020-12-11,Friday
2020,12,11,18,2020-12-11,Friday
2020,12,11,19,2020-12-11,Friday
2020,12,11,19,2020-12-11,Friday
2020,12,11,20,2020-12-11,Friday
2020,12,11,23,2020-12-11,Friday
2020,12,12,0,2020-12-12,Saturday
2020,12,12,0,2020-12-12,Saturday
2020,12,12,0,2020-12-12,Saturday
2020,12,12,0,2020-12-12,Saturday
2020,12,12,0,2020-12-12,Saturday
2020,12,12,1,2020-12-12,Saturday
2020,12,12,1,2020-12-12,Saturday
2020,12,12,1,2020-12-12,Saturday
2020,12,12,2,2020-12-12,Saturday
2020,12,12,12,2020-12-12,Saturday
2020,12,12,12,2020-12-12,Saturday
2020,12,12,12,2020-12-12,Saturday
2020,12,12,13,2020-12-12,Saturday
2020,12,12,13,2020-12-12,Saturday
2020,12,12,13,2020-12-12,Saturday
2020,12,12,13,2020-12-12,Saturday
2020,12,12,14,2020-12-12,Saturday
2020,12,12,14,2020-12-12,Saturday
2020,12,12,14,2020-12-12,Saturday
2020,12,12,14,2020-12-12,Saturday
2020,12,12,14,2020-12-12,Saturday
2020,12,12,14,2020-12-12,Saturday
2020,12,12,14,2020-12-12,Saturday
2020,12,12,14,2020-12-12,Saturday
2020,12,12,14,2020-12-12,Saturday
2020,12,12,14,2020-12-12,Saturday
2020,12,12,14,2020-12-12,Saturday
2020,12,12,14,2020-12-12,Saturday
2020,12,12,14,2020-12-12,Saturday
2020,12,12,15,2020-12-12,Saturday
2020,12,12,16,2020-12-12,Saturday
2020,12,12,16,2020-12-12,Saturday
2020,12,12,17,2020-12-12,Saturday
2020,12,12,17,2020-12-12,Saturday
2020,12,12,17,2020-12-12,Saturday
2020,12,12,18,2020-12-12,Saturday
2020,12,12,18,2020-12-12,Saturday
2020,12,12,18,2020-12-12,Saturday
2020,12,12,20,2020-12-12,Saturday
2020,12,13,1,2020-12-13,Sunday
2020,12,13,1,2020-12-13,Sunday
2020,12,13,1,2020-12-13,Sunday
2020,12,13,1,2020-12-13,Sunday
2020,12,13,1,2020-12-13,Sunday
2020,12,13,1,2020-12-13,Sunday
2020,12,13,1,2020-12-13,Sunday
2020,12,13,1,2020-12-13,Sunday
2020,12,13,1,2020-12-13,Sunday
2020,12,13,2,2020-12-13,Sunday
2020,12,13,2,2020-12-13,Sunday
2020,12,13,2,2020-12-13,Sunday
2020,12,13,2,2020-12-13,Sunday
2020,12,13,13,2020-12-13,Sunday
2020,12,13,13,2020-12-13,Sunday
2020,12,13,13,2020-12-13,Sunday
2020,12,13,13,2020-12-13,Sunday
2020,12,13,13,2020-12-13,Sunday
2020,12,13,13,2020-12-13,Sunday
2020,12,13,13,2020-12-13,Sunday
2020,12,13,13,2020-12-13,Sunday
2020,12,13,13,2020-12-13,Sunday
2020,12,13,13,2020-12-13,Sunday
2020,12,13,14,2020-12-13,Sunday
2020,12,13,14,2020-12-13,Sunday
2020,12,13,14,2020-12-13,Sunday
2020,12,13,14,2020-12-13,Sunday
2020,12,13,14,2020-12-13,Sunday
2020,12,13,15,2020-12-13,Sunday
2020,12,13,15,2020-12-13,Sunday
2020,12,13,15,2020-12-13,Sunday
2020,12,13,15,2020-12-13,Sunday
2020,12,13,15,2020-12-13,Sunday
2020,12,13,15,2020-12-13,Sunday
2020,12,13,15,2020-12-13,Sunday
2020,12,13,15,2020-12-13,Sunday
2020,12,13,15,2020-12-13,Sunday
2020,12,13,16,2020-12-13,Sunday
2020,12,13,16,2020-12-13,Sunday
2020,12,13,16,2020-12-13,Sunday
2020,12,13,16,2020-12-13,Sunday
2020,12,13,18,2020-12-13,Sunday
2020,12,13,18,2020-12-13,Sunday
2020,12,13,18,2020-12-13,Sunday
2020,12,13,18,2020-12-13,Sunday
2020,12,13,18,2020-12-13,Sunday
2020,12,13,20,2020-12-13,Sunday
2020,12,13,21,2020-12-13,Sunday
2020,12,13,23,2020-12-13,Sunday
2020,12,14,0,2020-12-14,Monday
2020,12,14,0,2020-12-14,Monday
2020,12,14,0,2020-12-14,Monday
2020,12,14,1,2020-12-14,Monday
2020,12,14,1,2020-12-14,Monday
2020,12,14,1,2020-12-14,Monday
2020,12,14,1,2020-12-14,Monday
2020,12,14,1,2020-12-14,Monday
2020,12,14,1,2020-12-14,Monday
2020,12,14,1,2020-12-14,Monday
2020,12,14,1,2020-12-14,Monday
2020,12,14,9,2020-12-14,Monday
2020,12,14,9,2020-12-14,Monday
2020,12,14,9,2020-12-14,Monday
2020,12,14,15,2020-12-14,Monday
2020,12,14,15,2020-12-14,Monday
2020,12,14,16,2020-12-14,Monday
2020,12,14,16,2020-12-14,Monday
2020,12,14,16,2020-12-14,Monday
2020,12,14,16,2020-12-14,Monday
2020,12,14,16,2020-12-14,Monday
2020,12,14,16,2020-12-14,Monday
2020,12,14,17,2020-12-14,Monday
2020,12,14,17,2020-12-14,Monday
2020,12,14,17,2020-12-14,Monday
2020,12,14,17,2020-12-14,Monday
2020,12,14,17,2020-12-14,Monday
2020,12,14,17,2020-12-14,Monday
2020,12,14,17,2020-12-14,Monday
2020,12,14,17,2020-12-14,Monday
2020,12,14,17,2020-12-14,Monday
2020,12,14,17,2020-12-14,Monday
2020,12,14,17,2020-12-14,Monday
2020,12,14,18,2020-12-14,Monday
2020,12,14,19,2020-12-14,Monday
2020,12,14,21,2020-12-14,Monday
2020,12,14,21,2020-12-14,Monday
2020,12,14,21,2020-12-14,Monday
2020,12,14,22,2020-12-14,Monday
2020,12,14,22,2020-12-14,Monday
2020,12,14,22,2020-12-14,Monday
2020,12,14,23,2020-12-14,Monday
2020,12,14,23,2020-12-14,Monday
2020,12,15,0,2020-12-15,Tuesday
2020,12,15,0,2020-12-15,Tuesday
2020,12,15,0,2020-12-15,Tuesday
2020,12,15,0,2020-12-15,Tuesday
2020,12,15,0,2020-12-15,Tuesday
2020,12,15,0,2020-12-15,Tuesday
2020,12,15,1,2020-12-15,Tuesday
2020,12,15,1,2020-12-15,Tuesday
2020,12,15,1,2020-12-15,Tuesday
2020,12,15,1,2020-12-15,Tuesday
2020,12,15,1,2020-12-15,Tuesday
2020,12,15,1,2020-12-15,Tuesday
2020,12,15,1,2020-12-15,Tuesday
2020,12,15,1,2020-12-15,Tuesday
2020,12,15,1,2020-12-15,Tuesday
2020,12,15,9,2020-12-15,Tuesday
2020,12,15,12,2020-12-15,Tuesday
2020,12,15,13,2020-12-15,Tuesday
2020,12,15,13,2020-12-15,Tuesday
2020,12,15,13,2020-12-15,Tuesday
2020,12,15,13,2020-12-15,Tuesday
2020,12,15,13,2020-12-15,Tuesday
2020,12,15,13,2020-12-15,Tuesday
2020,12,15,13,2020-12-15,Tuesday
2020,12,15,13,2020-12-15,Tuesday
2020,12,15,13,2020-12-15,Tuesday
2020,12,15,14,2020-12-15,Tuesday
2020,12,15,14,2020-12-15,Tuesday
2020,12,15,14,2020-12-15,Tuesday
2020,12,15,14,2020-12-15,Tuesday
2020,12,15,14,2020-12-15,Tuesday
2020,12,15,15,2020-12-15,Tuesday
2020,12,15,15,2020-12-15,Tuesday
2020,12,15,15,2020-12-15,Tuesday
2020,12,15,15,2020-12-15,Tuesday
2020,12,15,15,2020-12-15,Tuesday
2020,12,15,15,2020-12-15,Tuesday
2020,12,15,15,2020-12-15,Tuesday
2020,12,15,20,2020-12-15,Tuesday
2020,12,15,20,2020-12-15,Tuesday
2020,12,15,20,2020-12-15,Tuesday
2020,12,15,21,2020-12-15,Tuesday
2020,12,15,22,2020-12-15,Tuesday
2020,12,15,23,2020-12-15,Tuesday
2020,12,15,23,2020-12-15,Tuesday
2020,12,15,23,2020-12-15,Tuesday
2020,12,15,23,2020-12-15,Tuesday
2020,12,15,23,2020-12-15,Tuesday
2020,12,15,23,2020-12-15,Tuesday
2020,12,15,23,2020-12-15,Tuesday
2020,12,15,23,2020-12-15,Tuesday
2020,12,15,23,2020-12-15,Tuesday
2020,12,15,23,2020-12-15,Tuesday
2020,12,15,23,2020-12-15,Tuesday
2020,12,15,23,2020-12-15,Tuesday
2020,12,16,0,2020-12-16,Wednesday
2020,12,16,0,2020-12-16,Wednesday
2020,12,16,0,2020-12-16,Wednesday
2020,12,16,0,2020-12-16,Wednesday
2020,12,16,0,2020-12-16,Wednesday
2020,12,16,0,2020-12-16,Wednesday
2020,12,16,11,2020-12-16,Wednesday
2020,12,16,12,2020-12-16,Wednesday
2020,12,16,13,2020-12-16,Wednesday
2020,12,16,14,2020-12-16,Wednesday
2020,12,16,14,2020-12-16,Wednesday
2020,12,16,17,2020-12-16,Wednesday
2020,12,16,17,2020-12-16,Wednesday
2020,12,16,17,2020-12-16,Wednesday
2020,12,16,18,2020-12-16,Wednesday
2020,12,16,19,2020-12-16,Wednesday
2020,12,16,22,2020-12-16,Wednesday
2020,12,16,22,2020-12-16,Wednesday
2020,12,16,23,2020-12-16,Wednesday
2020,12,16,23,2020-12-16,Wednesday
2020,12,16,23,2020-12-16,Wednesday
2020,12,16,23,2020-12-16,Wednesday
2020,12,16,23,2020-12-16,Wednesday
2020,12,16,23,2020-12-16,Wednesday
2020,12,16,23,2020-12-16,Wednesday
2020,12,16,23,2020-12-16,Wednesday
2020,12,17,0,2020-12-17,Thursday
2020,12,17,0,2020-12-17,Thursday
2020,12,17,0,2020-12-17,Thursday
2020,12,17,0,2020-12-17,Thursday
2020,12,17,0,2020-12-17,Thursday
2020,12,17,0,2020-12-17,Thursday
2020,12,17,0,2020-12-17,Thursday
2020,12,17,0,2020-12-17,Thursday
2020,12,17,0,2020-12-17,Thursday
2020,12,17,0,2020-12-17,Thursday
2020,12,17,0,2020-12-17,Thursday
2020,12,17,0,2020-12-17,Thursday
2020,12,17,1,2020-12-17,Thursday
2020,12,17,1,2020-12-17,Thursday
2020,12,17,1,2020-12-17,Thursday
2020,12,17,19,2020-12-17,Thursday
2020,12,17,19,2020-12-17,Thursday
2020,12,17,19,2020-12-17,Thursday
2020,12,17,23,2020-12-17,Thursday
2020,12,17,23,2020-12-17,Thursday
2020,12,18,0,2020-12-18,Friday
2020,12,18,0,2020-12-18,Friday
2020,12,18,1,2020-12-18,Friday
2020,12,18,13,2020-12-18,Friday
2020,12,18,13,2020-12-18,Friday
2020,12,18,13,2020-12-18,Friday
2020,12,18,16,2020-12-18,Friday
2020,12,18,16,2020-12-18,Friday
2020,12,18,16,2020-12-18,Friday
2020,12,18,16,2020-12-18,Friday
2020,12,18,16,2020-12-18,Friday
2020,12,18,16,2020-12-18,Friday
2020,12,18,16,2020-12-18,Friday
2020,12,18,16,2020-12-18,Friday
2020,12,18,16,2020-12-18,Friday
2020,12,18,16,2020-12-18,Friday
2020,12,18,16,2020-12-18,Friday
2020,12,18,16,2020-12-18,Friday
2020,12,18,17,2020-12-18,Friday
2020,12,18,17,2020-12-18,Friday
2020,12,18,17,2020-12-18,Friday
2020,12,18,17,2020-12-18,Friday
2020,12,18,17,2020-12-18,Friday
2020,12,18,17,2020-12-18,Friday
2020,12,18,17,2020-12-18,Friday
2020,12,18,17,2020-12-18,Friday
2020,12,18,18,2020-12-18,Friday
2020,12,18,18,2020-12-18,Friday
2020,12,18,23,2020-12-18,Friday
2020,12,19,0,2020-12-19,Saturday
2020,12,19,0,2020-12-19,Saturday
2020,12,19,0,2020-12-19,Saturday
2020,12,19,0,2020-12-19,Saturday
2020,12,19,12,2020-12-19,Saturday
2020,12,19,17,2020-12-19,Saturday
2020,12,19,19,2020-12-19,Saturday
2020,12,19,20,2020-12-19,Saturday
2020,12,19,20,2020-12-19,Saturday
2020,12,19,20,2020-12-19,Saturday
2020,12,20,0,2020-12-20,Sunday
2020,12,20,0,2020-12-20,Sunday
2020,12,20,0,2020-12-20,Sunday
2020,12,20,0,2020-12-20,Sunday
2020,12,20,0,2020-12-20,Sunday
2020,12,20,0,2020-12-20,Sunday
2020,12,20,0,2020-12-20,Sunday
2020,12,20,0,2020-12-20,Sunday
2020,12,20,0,2020-12-20,Sunday
2020,12,20,0,2020-12-20,Sunday
2020,12,20,0,2020-12-20,Sunday
2020,12,20,1,2020-12-20,Sunday
2020,12,20,1,2020-12-20,Sunday
2020,12,20,1,2020-12-20,Sunday
2020,12,20,2,2020-12-20,Sunday
2020,12,20,2,2020-12-20,Sunday
2020,12,20,12,2020-12-20,Sunday
2020,12,20,14,2020-12-20,Sunday
2020,12,20,16,2020-12-20,Sunday
2020,12,20,17,2020-12-20,Sunday
2020,12,20,17,2020-12-20,Sunday
2020,12,20,17,2020-12-20,Sunday
2020,12,20,17,2020-12-20,Sunday
2020,12,20,17,2020-12-20,Sunday
2020,12,20,17,2020-12-20,Sunday
2020,12,20,17,2020-12-20,Sunday
2020,12,20,20,2020-12-20,Sunday
2020,12,20,20,2020-12-20,Sunday
2020,12,20,20,2020-12-20,Sunday
2020,12,20,20,2020-12-20,Sunday
2020,12,20,20,2020-12-20,Sunday
2020,12,20,20,2020-12-20,Sunday
2020,12,20,20,2020-12-20,Sunday
2020,12,20,20,2020-12-20,Sunday
2020,12,20,20,2020-12-20,Sunday
2020,12,20,23,2020-12-20,Sunday
2020,12,20,23,2020-12-20,Sunday
2020,12,20,23,2020-12-20,Sunday
2020,12,20,23,2020-12-20,Sunday
2020,12,20,23,2020-12-20,Sunday
2020,12,21,0,2020-12-21,Monday
2020,12,21,0,2020-12-21,Monday
2020,12,21,0,2020-12-21,Monday
2020,12,21,0,2020-12-21,Monday
2020,12,21,0,2020-12-21,Monday
2020,12,21,0,2020-12-21,Monday
2020,12,21,0,2020-12-21,Monday
2020,12,21,0,2020-12-21,Monday
2020,12,21,0,2020-12-21,Monday
2020,12,21,0,2020-12-21,Monday
2020,12,21,0,2020-12-21,Monday
2020,12,21,0,2020-12-21,Monday
2020,12,21,0,2020-12-21,Monday
2020,12,21,0,2020-12-21,Monday
2020,12,21,0,2020-12-21,Monday
2020,12,21,1,2020-12-21,Monday
2020,12,21,1,2020-12-21,Monday
2020,12,21,1,2020-12-21,Monday
2020,12,21,1,2020-12-21,Monday
2020,12,21,1,2020-12-21,Monday
2020,12,21,1,2020-12-21,Monday
2020,12,21,1,2020-12-21,Monday
2020,12,21,1,2020-12-21,Monday
2020,12,21,1,2020-12-21,Monday
2020,12,21,1,2020-12-21,Monday
2020,12,21,1,2020-12-21,Monday
2020,12,21,1,2020-12-21,Monday
2020,12,21,1,2020-12-21,Monday
2020,12,21,2,2020-12-21,Monday
2020,12,21,2,2020-12-21,Monday
2020,12,21,11,2020-12-21,Monday
2020,12,21,11,2020-12-21,Monday
2020,12,21,12,2020-12-21,Monday
2020,12,21,12,2020-12-21,Monday
2020,12,21,12,2020-12-21,Monday
2020,12,21,12,2020-12-21,Monday
2020,12,21,12,2020-12-21,Monday
2020,12,21,12,2020-12-21,Monday
2020,12,21,12,2020-12-21,Monday
2020,12,21,12,2020-12-21,Monday
2020,12,21,12,2020-12-21,Monday
2020,12,21,12,2020-12-21,Monday
2020,12,21,12,2020-12-21,Monday
2020,12,21,12,2020-12-21,Monday
2020,12,21,12,2020-12-21,Monday
2020,12,21,12,2020-12-21,Monday
2020,12,21,12,2020-12-21,Monday
2020,12,21,12,2020-12-21,Monday
2020,12,21,12,2020-12-21,Monday
2020,12,21,12,2020-12-21,Monday
2020,12,21,12,2020-12-21,Monday
2020,12,21,14,2020-12-21,Monday
2020,12,21,14,2020-12-21,Monday
2020,12,21,14,2020-12-21,Monday
2020,12,21,15,2020-12-21,Monday
2020,12,21,15,2020-12-21,Monday
2020,12,21,15,2020-12-21,Monday
2020,12,21,16,2020-12-21,Monday
2020,12,21,16,2020-12-21,Monday
2020,12,21,17,2020-12-21,Monday
2020,12,21,17,2020-12-21,Monday
2020,12,21,17,2020-12-21,Monday
2020,12,21,17,2020-12-21,Monday
2020,12,21,17,2020-12-21,Monday
2020,12,21,18,2020-12-21,Monday
2020,12,21,20,2020-12-21,Monday
2020,12,21,20,2020-12-21,Monday
2020,12,21,20,2020-12-21,Monday
2020,12,21,20,2020-12-21,Monday
2020,12,21,20,2020-12-21,Monday
2020,12,21,20,2020-12-21,Monday
2020,12,21,20,2020-12-21,Monday
2020,12,21,20,2020-12-21,Monday
2020,12,21,20,2020-12-21,Monday
2020,12,21,20,2020-12-21,Monday
2020,12,21,20,2020-12-21,Monday
2020,12,21,20,2020-12-21,Monday
2020,12,21,20,2020-12-21,Monday
2020,12,21,20,2020-12-21,Monday
2020,12,21,20,2020-12-21,Monday
2020,12,21,20,2020-12-21,Monday
2020,12,21,20,2020-12-21,Monday
2020,12,21,20,2020-12-21,Monday
2020,12,21,20,2020-12-21,Monday
2020,12,21,20,2020-12-21,Monday
2020,12,21,21,2020-12-21,Monday
2020,12,21,22,2020-12-21,Monday
2020,12,21,23,2020-12-21,Monday
2020,12,21,23,2020-12-21,Monday
2020,12,21,23,2020-12-21,Monday
2020,12,21,23,2020-12-21,Monday
2020,12,21,23,2020-12-21,Monday
2020,12,21,23,2020-12-21,Monday
2020,12,21,23,2020-12-21,Monday
2020,12,21,23,2020-12-21,Monday
2020,12,22,0,2020-12-22,Tuesday
2020,12,22,0,2020-12-22,Tuesday
2020,12,22,0,2020-12-22,Tuesday
2020,12,22,0,2020-12-22,Tuesday
2020,12,22,0,2020-12-22,Tuesday
2020,12,22,0,2020-12-22,Tuesday
2020,12,22,0,2020-12-22,Tuesday
2020,12,22,0,2020-12-22,Tuesday
2020,12,22,0,2020-12-22,Tuesday
2020,12,22,0,2020-12-22,Tuesday
2020,12,22,0,2020-12-22,Tuesday
2020,12,22,0,2020-12-22,Tuesday
2020,12,22,0,2020-12-22,Tuesday
2020,12,22,0,2020-12-22,Tuesday
2020,12,22,0,2020-12-22,Tuesday
2020,12,22,0,2020-12-22,Tuesday
2020,12,22,0,2020-12-22,Tuesday
2020,12,22,1,2020-12-22,Tuesday
2020,12,22,1,2020-12-22,Tuesday
2020,12,22,1,2020-12-22,Tuesday
2020,12,22,1,2020-12-22,Tuesday
2020,12,22,1,2020-12-22,Tuesday
2020,12,22,1,2020-12-22,Tuesday
2020,12,22,1,2020-12-22,Tuesday
2020,12,22,11,2020-12-22,Tuesday
2020,12,22,11,2020-12-22,Tuesday
2020,12,22,11,2020-12-22,Tuesday
2020,12,22,11,2020-12-22,Tuesday
2020,12,22,11,2020-12-22,Tuesday
2020,12,22,11,2020-12-22,Tuesday
2020,12,22,12,2020-12-22,Tuesday
2020,12,22,12,2020-12-22,Tuesday
2020,12,22,12,2020-12-22,Tuesday
2020,12,22,12,2020-12-22,Tuesday
2020,12,22,12,2020-12-22,Tuesday
2020,12,22,12,2020-12-22,Tuesday
2020,12,22,12,2020-12-22,Tuesday
2020,12,22,12,2020-12-22,Tuesday
2020,12,22,12,2020-12-22,Tuesday
2020,12,22,12,2020-12-22,Tuesday
2020,12,22,12,2020-12-22,Tuesday
2020,12,22,12,2020-12-22,Tuesday
2020,12,22,12,2020-12-22,Tuesday
2020,12,22,12,2020-12-22,Tuesday
2020,12,22,12,2020-12-22,Tuesday
2020,12,22,12,2020-12-22,Tuesday
2020,12,22,12,2020-12-22,Tuesday
2020,12,22,12,2020-12-22,Tuesday
2020,12,22,12,2020-12-22,Tuesday
2020,12,22,12,2020-12-22,Tuesday
2020,12,22,12,2020-12-22,Tuesday
2020,12,22,12,2020-12-22,Tuesday
2020,12,22,13,2020-12-22,Tuesday
2020,12,22,13,2020-12-22,Tuesday
2020,12,22,14,2020-12-22,Tuesday
2020,12,22,14,2020-12-22,Tuesday
2020,12,22,14,2020-12-22,Tuesday
2020,12,22,14,2020-12-22,Tuesday
2020,12,22,14,2020-12-22,Tuesday
2020,12,22,14,2020-12-22,Tuesday
2020,12,22,14,2020-12-22,Tuesday
2020,12,22,14,2020-12-22,Tuesday
2020,12,22,14,2020-12-22,Tuesday
2020,12,22,14,2020-12-22,Tuesday
2020,12,22,14,2020-12-22,Tuesday
2020,12,22,14,2020-12-22,Tuesday
2020,12,22,14,2020-12-22,Tuesday
2020,12,22,14,2020-12-22,Tuesday
2020,12,22,14,2020-12-22,Tuesday
2020,12,22,14,2020-12-22,Tuesday
2020,12,22,14,2020-12-22,Tuesday
2020,12,22,14,2020-12-22,Tuesday
2020,12,22,14,2020-12-22,Tuesday
2020,12,22,15,2020-12-22,Tuesday
2020,12,22,15,2020-12-22,Tuesday
2020,12,22,15,2020-12-22,Tuesday
2020,12,22,15,2020-12-22,Tuesday
2020,12,22,15,2020-12-22,Tuesday
2020,12,22,15,2020-12-22,Tuesday
2020,12,22,15,2020-12-22,Tuesday
2020,12,22,16,2020-12-22,Tuesday
2020,12,22,16,2020-12-22,Tuesday
2020,12,22,16,2020-12-22,Tuesday
2020,12,22,16,2020-12-22,Tuesday
2020,12,22,16,2020-12-22,Tuesday
2020,12,22,16,2020-12-22,Tuesday
2020,12,22,17,2020-12-22,Tuesday
2020,12,22,18,2020-12-22,Tuesday
2020,12,22,20,2020-12-22,Tuesday
2020,12,22,20,2020-12-22,Tuesday
2020,12,22,23,2020-12-22,Tuesday
2020,12,22,23,2020-12-22,Tuesday
2020,12,22,23,2020-12-22,Tuesday
2020,12,23,0,2020-12-23,Wednesday
2020,12,23,10,2020-12-23,Wednesday
2020,12,23,10,2020-12-23,Wednesday
2020,12,23,11,2020-12-23,Wednesday
2020,12,23,11,2020-12-23,Wednesday
2020,12,23,15,2020-12-23,Wednesday
2020,12,23,16,2020-12-23,Wednesday
2020,12,23,16,2020-12-23,Wednesday
2020,12,23,17,2020-12-23,Wednesday
2020,12,23,17,2020-12-23,Wednesday
2020,12,23,17,2020-12-23,Wednesday
2020,12,23,17,2020-12-23,Wednesday
2020,12,23,17,2020-12-23,Wednesday
2020,12,23,17,2020-12-23,Wednesday
2020,12,23,23,2020-12-23,Wednesday
2020,12,24,0,2020-12-24,Thursday
2020,12,24,0,2020-12-24,Thursday
2020,12,24,0,2020-12-24,Thursday
2020,12,24,0,2020-12-24,Thursday
2020,12,24,0,2020-12-24,Thursday
2020,12,24,0,2020-12-24,Thursday
2020,12,24,0,2020-12-24,Thursday
2020,12,24,0,2020-12-24,Thursday
2020,12,24,11,2020-12-24,Thursday
2020,12,24,11,2020-12-24,Thursday
2020,12,24,12,2020-12-24,Thursday
2020,12,24,12,2020-12-24,Thursday
2020,12,24,12,2020-12-24,Thursday
2020,12,24,15,2020-12-24,Thursday
2020,12,24,15,2020-12-24,Thursday
2020,12,24,16,2020-12-24,Thursday
2020,12,24,16,2020-12-24,Thursday
2020,12,24,16,2020-12-24,Thursday
2020,12,24,23,2020-12-24,Thursday
2020,12,24,23,2020-12-24,Thursday
2020,12,24,23,2020-12-24,Thursday
2020,12,24,23,2020-12-24,Thursday
2020,12,24,23,2020-12-24,Thursday
2020,12,24,23,2020-12-24,Thursday
2020,12,25,0,2020-12-25,Friday
2020,12,25,0,2020-12-25,Friday
2020,12,25,0,2020-12-25,Friday
2020,12,25,0,2020-12-25,Friday
2020,12,25,0,2020-12-25,Friday
2020,12,25,0,2020-12-25,Friday
2020,12,25,0,2020-12-25,Friday
2020,12,25,0,2020-12-25,Friday
2020,12,25,0,2020-12-25,Friday
2020,12,25,0,2020-12-25,Friday
2020,12,25,0,2020-12-25,Friday
2020,12,25,0,2020-12-25,Friday
2020,12,25,0,2020-12-25,Friday
2020,12,25,0,2020-12-25,Friday
2020,12,25,0,2020-12-25,Friday
2020,12,25,0,2020-12-25,Friday
2020,12,25,1,2020-12-25,Friday
2020,12,25,1,2020-12-25,Friday
2020,12,25,1,2020-12-25,Friday
2020,12,25,1,2020-12-25,Friday
2020,12,25,1,2020-12-25,Friday
2020,12,25,1,2020-12-25,Friday
2020,12,25,14,2020-12-25,Friday
2020,12,25,17,2020-12-25,Friday
2020,12,25,23,2020-12-25,Friday
2020,12,25,23,2020-12-25,Friday
2020,12,25,23,2020-12-25,Friday
2020,12,25,23,2020-12-25,Friday
2020,12,25,23,2020-12-25,Friday
2020,12,26,0,2020-12-26,Saturday
2020,12,26,0,2020-12-26,Saturday
2020,12,26,0,2020-12-26,Saturday
2020,12,26,0,2020-12-26,Saturday
